,titleID,Authors,Journal,publisher,year,cited_num,cites_per_year,date,cited_num_mod,cites_per_year_mod
0,Attention based pruning for shift networks,"Ghouthi Boukli Hacene, Carlos Lassance, Vincent Gripon, Matthieu Courbariaux, Yoshua Bengio",arXiv preprint arXiv:1905.12300,couldnt find,2019,15,8.282904689863843,2019-05-29,16,8.835098335854765
1,Laplacian networks: Bounding indicator function smoothness for neural network robustness,"Carlos Eduardo Rosar Kos Lassance, Vincent Gripon, Antonio Ortega",arXiv preprint arXiv:1805.10133,couldnt find,2018,13,4.602327837051407,2018-05-24,14,4.95635305528613
5,The Not-so-Distant Future: Distance-Bounding Protocols on Smartphones,"Sébastien Gambs, Carlos Eduardo Rosar Kos Lassance, Cristina Onete","Smart Card Research and Advanced Applications: 14th International Conference, CARDIS 2015, Bochum, Germany, November 4-6, 2015. Revised Selected Papers",Springer,2016,5,0.99835886214442,2016-03-18,6,1.198030634573304
7,A unified deep learning formalism for processing graph signals,"Myriam Bontonou, Carlos Lassance, Jean-Charles Vialatte, Vincent Gripon",arXiv preprint arXiv:1905.00496,couldnt find,2019,3,1.5892597968069666,2019-05-01,4,2.119013062409289
13,Representing deep neural networks latent space geometries with graphs,"Carlos Lassance, Vincent Gripon, Antonio Ortega",Algorithms,Multidisciplinary Digital Publishing Institute,2021,1,7.76595744680851,2021-02-01,2,15.53191489361702
14,Graphs for deep learning representations,Carlos Lassance,arXiv preprint arXiv:2012.07439,couldnt find,2020,0,0.0,2020-12-14,1,3.802083333333334
15,DecisiveNets: Training Deep Associative Memories to Solve Complex Machine Learning Problems,"Vincent Gripon, Carlos Lassance, Ghouthi Boukli Hacene",arXiv preprint arXiv:2012.01509,couldnt find,2020,0,0.0,2020-12-02,1,3.3796296296296298
16,Ranking Deep Learning Generalization using Label Variation in Latent Geometry Graphs,"Carlos Lassance, Louis Béthune, Myriam Bontonou, Mounia Hamidouche, Vincent Gripon",arXiv preprint arXiv:2011.12737,couldnt find,2020,0,0.0,2020-11-25,1,3.173913043478261
20,Microscopic understanding of magnetic interactions in bilayer,"Seung Woo Jang, Min Yong Jeong, Hongkee Yoon, Siheon Ryee, Myung Joon Han",Physical Review Materials,American Physical Society,2019,69,34.83402489626556,2019-03-28,70,35.33886583679115
21,Induced magnetic two-dimensionality by hole doping in the superconducting infinite-layer nickelate,"Siheon Ryee, Hongkee Yoon, Taek Jung Kim, Min Yong Jeong, Myung Joon Han",Physical Review B,American Physical Society,2020,41,38.37179487179487,2020-02-24,42,39.30769230769231
22,"Reliability and applicability of magnetic-force linear response theory: Numerical parameters, predictability, and orbital resolution","Hongkee Yoon, Taek Jung Kim, Jae-Hoon Sim, Seung Woo Jang, Taisuke Ozaki, Myung Joon Han",Physical Review B,American Physical Society,2018,25,8.318140382862351,2018-03-19,26,8.650865998176846
23,Analytic continuation via domain knowledge free machine learning,"Hongkee Yoon, Jae-Hoon Sim, Myung Joon Han",Physical Review B,American Physical Society,2018,17,7.40453460620525,2018-12-03,18,7.840095465393794
24,"Charge density functional plus U theory of LaMnO3: Phase diagram, electronic structure, and magnetic interaction","Seung Woo Jang, Siheon Ryee, Hongkee Yoon, Myung Joon Han",Physical Review B,American Physical Society,2018,12,3.928251121076233,2018-03-01,13,4.255605381165919
25,Calculating branching ratio and spin-orbit coupling from first principles: A formalism and its application to iridates,"Jae-Hoon Sim, Hongkee Yoon, Sang Hyeon Park, Myung Joon Han",Physical Review B,American Physical Society,2016,10,2.225609756097561,2016-09-22,11,2.448170731707317
26,Origin of ferromagnetism and the effect of doping on Fe 3 GeTe 2,"Seung Woo Jang, Hongkee Yoon, Min Yong Jeong, Siheon Ryee, Heung-Sik Kim, Myung Joon Han",Nanoscale,Royal Society of Chemistry,2020,6,4.932432432432432,2020-01-01,7,5.754504504504504
27,Calculating magnetic interactions in organic electrides,"Taek Jung Kim, Hongkee Yoon, Myung Joon Han",Physical review B,American Physical Society,2018,6,2.19438877755511,2018-06-26,7,2.5601202404809618
28,"Charge density functional plus U calculation of lacunar spinel GaM4Se8 (M= Nb, Mo, Ta, and W)","Hyunggeun Lee, Min Yong Jeong, Jae-Hoon Sim, Hongkee Yoon, Siheon Ryee, Myung Joon Han",EPL (Europhysics Letters),IOP Publishing,2019,5,2.5137741046831956,2019-03-25,6,3.0165289256198347
29,Parallel polymer tandem solar cells containing comb-shaped common electrodes,"Hee Yoon Han, Hongkee Yoon, Choon Sup Yoon",Solar Energy Materials and Solar Cells,North-Holland,2015,5,0.8039647577092511,2015-01-01,6,0.9647577092511013
30,Modified Granato–Lucke Theory with Pinning Length Distribution in Solid 4He,"Evan SH Kang, Hongkee Yoon, Eunseong Kim",Journal of the Physical Society of Japan,The Physical Society of Japan,2015,4,0.6645425580336823,2015-03-15,5,0.8306781975421029
31,Jx: An open-source software for calculating magnetic interactions based on magnetic force theory,"Hongkee Yoon, Taek Jung Kim, Jae-Hoon Sim, Myung Joon Han",Computer Physics Communications,North-Holland,2020,3,2.6513317191283297,2020-02-01,4,3.535108958837773
32,Magnetic force theory combined with quasi-particle self-consistent GW method,"Hongkee Yoon, Seung Woo Jang, Jae-Hoon Sim, Takao Kotani, Myung Joon Han",Journal of Physics: Condensed Matter,IOP Publishing,2019,3,1.7833876221498373,2019-07-15,4,2.3778501628664497
33,Anomalous behavior of the quasi-one-dimensional quantum material Na2OsO4 at high pressure,"Raimundas Sereika, Kazunari Yamaura, Yating Jia, Sijia Zhang, Changqing Jin, Hongkee Yoon, Min Yong Jeong, Myung Joon Han, Dale L Brewe, Steve M Heald, Stanislav Sinogeikin, Yang Ding, H-K Mao",Materials Today Physics,Elsevier,2019,3,1.4599999999999997,2019-03-01,4,1.9466666666666665
34,On the origin and the manipulation of ferromagnetism in FeGeTe: defects and dopings,"Seung Woo Jang, Min Yong Jeong, Hongkee Yoon, Siheon Ryee, Myung Joon Han",arXiv preprint arXiv:1904.04510,couldnt find,2019,2,1.0267229254571026,2019-04-09,3,1.5400843881856539
35,Hund's physics and the magnetic ground state of,"Seung Woo Jang, Do Hoon Kiem, Juhyeok Lee, Yoon-Gu Kang, Hongkee Yoon, Myung Joon Han",Physical Review Materials,American Physical Society,2021,0,0.0,2021-03-12,1,45.625
36,"First-principles-based calculation of branching ratio for 5d, 4d, and 3dtransition metal systems","Do Hoon Kiem, Jae-Hoon Sim, Hongkee Yoon, Myung Joon Han",Journal of Physics: Condensed Matter,IOP Publishing,2020,0,0.0,2020-03-18,1,0.9945504087193461
37,On-the-fly machine learning algorithm for accelerating Monte Carlo sampling: Application to the stochastic analytical continuation,"Hongkee Yoon, Myung Joon Han",Bulletin of the American Physical Society,American Physical Society,2020,0,0.0,2020-03-05,1,0.9605263157894738
38,Doping-induced magnetic two-dimensionality and many-body electronic structure of superconducting infinite-layer nickelate,"Siheon Ryee, Hongkee Yoon, Taekjung Kim, Min Yong Jeong, Myung Joon Han",Bulletin of the American Physical Society,American Physical Society,2020,0,0.0,2020-03-03,1,0.955497382198953
39,"First-principles-based calculation of branching ratio for 5, 4, and 3 transition metal systems","Do Hoon Kiem, Jae-Hoon Sim, Hongkee Yoon, Myung Joon Han",arXiv preprint arXiv:2001.09713,couldnt find,2020,0,0.0,2020-01-27,1,0.8732057416267943
41,Observation of the thermal influenced quantum behaviour of water near a solid interface,"Hongkee Yoon, Byoung Jip Yoon",Scientific reports,Nature Publishing Group,2018,0,0.0,2018-05-03,1,0.34695817490494296
42,Charge injection mechanism through LiF layer in organic light emitting diodes: randomly oriented dipole model,"Hong Kee Yoon, Choon Sup Yoon",APS March Meeting Abstracts,couldnt find,2010,0,0.0,2010-03-01,1,0.09041367351994055
43,Simple CBP isomers with high triplet energies for highly efficient blue electrophosphorescence,"Shaolong Gong, Xun He, Yonghua Chen, Zuoquan Jiang, Cheng Zhong, Dongge Ma, Jingui Qin, Chuluo Yang",Journal of Materials Chemistry,Royal Society of Chemistry,2012,104,11.277480689245396,2012-01-01,105,11.385918003565063
44,A Facile Glovebox-Free Strategy To Significantly Accelerate the Syntheses of Well-Defined Polypeptides by N-Carboxyanhydride (NCA) Ring-Opening …,"Jiong Zou, Jingwei Fan, Xun He, Shiyi Zhang, Hai Wang, Karen L Wooley",Macromolecules,American Chemical Society,2013,88,11.258324570627408,2013-05-28,89,11.386260077111812
45,"Triphenylamine dendronized iridium (III) complexes: robust synthesis, highly efficient nondoped orange electrophosphorescence and the structure–property relationship","Minrong Zhu, Jianhua Zou, Xun He, Chuluo Yang, Hongbin Wu, Cheng Zhong, Jingui Qin, Yong Cao",Chemistry of Materials,American Chemical Society,2012,83,9.024426571343461,2012-01-10,84,9.133154602323502
46,Highly efficient solution-processed green and red electrophosphorescent devices enabled by small-molecule bipolar host material,"Minrong Zhu, Tengling Ye, Xun He, Xiaosong Cao, Cheng Zhong, Dongge Ma, Jingui Qin, Chuluo Yang",Journal of Materials Chemistry,Royal Society of Chemistry,2011,63,6.163227016885553,2011-01-01,64,6.261056017153578
47,Tunable mechano-responsive organogels by ring-opening copolymerizations of N-carboxyanhydrides,"Jingwei Fan, Jiong Zou, Xun He, Fuwu Zhang, Shiyi Zhang, Jeffery E Raymond, Karen L Wooley",Chemical science,Royal Society of Chemistry,2014,47,6.510436432637571,2014-01-01,48,6.648956356736243
49,Multi-responsive hydrogels derived from the self-assembly of tethered allyl-functionalized racemic oligopeptides,"Xun He, Jingwei Fan, Fuwu Zhang, Richen Li, Kevin A Pollack, Jeffery E Raymond, Jiong Zou, Karen L Wooley",Journal of Materials Chemistry B,Royal Society of Chemistry,2014,35,4.848197343453511,2014-01-01,36,4.986717267552182
50,Responsive organogels formed by supramolecular self assembly of PEG-block-allyl-functionalized racemic polypeptides into β-sheet-driven polymeric ribbons,"Jiong Zou, Fuwu Zhang, Yingchao Chen, Jeffery E Raymond, Shiyi Zhang, Jingwei Fan, Jiahua Zhu, Ang Li, Kellie Seetho, Xun He, Darrin J Pochan, Karen L Wooley",Soft Matter,Royal Society of Chemistry,2013,33,4.015,2013-01-01,34,4.136666666666666
51,Two-Dimensional Controlled Syntheses of Polypeptide Molecular Brushes via N-Carboxyanhydride Ring-Opening Polymerization and Ring-Opening Metathesis …,"Jingwei Fan, Yannick P Borguet, Lu Su, Tan P Nguyen, Hai Wang, Xun He, Jiong Zou, Karen L Wooley",ACS macro letters,American Chemical Society,2017,28,7.996870109546165,2017-09-19,29,8.282472613458529
52,Construction of a versatile and functional nanoparticle platform derived from a helical diblock copolypeptide-based biomimetic polymer,"Jingwei Fan, Richen Li, Xun He, Kellie Seetho, Fuwu Zhang, Jiong Zou, Karen L Wooley",Polymer chemistry,Royal Society of Chemistry,2014,22,3.047438330170778,2014-01-01,23,3.18595825426945
54,Advanced photoresist technologies by intricate molecular brush architectures: Diblock brush terpolymer‐based positive‐tone photoresist materials,"Guorong Sun, Sangho Cho, Fan Yang, Xun He, Adriana Pavía‐Sanders, Corrie Clark, Jeffery E Raymond, Stanislav V Verkhoturov, Emile A Schweikert, James W Thackeray, Peter Trefonas, Karen L Wooley",Journal of Polymer Science Part A: Polymer Chemistry,couldnt find,2015,13,2.1032801418439715,2015-01-15,14,2.2650709219858154
55,Supramolecularly-knitted Tethered Oligopeptide/Single-walled Carbon Nanotube Organogels,"Jiong Zou, Xun He, Jingwei Fan, Jeffery E Raymond, Karen L Wooley","Chemistry (Weinheim an der Bergstrasse, Germany)",NIH Public Access,2014,11,1.6448176976648914,2014-07-14,12,1.7943465792707907
56,Reversible photo-patterning of soft conductive materials via spatially-defined supramolecular assembly,"Xun He, Jingwei Fan, Jiong Zou, Karen L Wooley",Chemical Communications,Royal Society of Chemistry,2016,9,1.7244094488188977,2016-01-01,10,1.916010498687664
59,The Development of Redox-Active Helical Polypeptides for Battery Application,"Tan Nguyen, Alexandra Danielle Easley, Cheng-Han Yu, Jingwei Fan, Rachel Letteri, Xun He, Lu Su, Jodie L Lutkenhaus, Karen Wooley",ECS Meeting Abstracts,IOP Publishing,2019,0,0.0,2019-05-01,1,0.5297532656023223
69,Influences of rhythm-and timbre-related musical features on characteristics of music-induced movement,"Birgitta Burger, Marc R Thompson, Geoff Luck, Suvi Saarikallio, Petri Toiviainen",Frontiers in psychology,Frontiers,2013,156,19.64125560538117,2013-04-12,157,19.767161090031045
71,Hunting for the beat in the body: on period and phase locking in music-induced movement,"Birgitta Burger, Marc R Thompson, Geoff Luck, Suvi H Saarikallio, Petri Toiviainen",Frontiers in human neuroscience,Frontiers,2014,88,13.81505376344086,2014-11-07,89,13.972043010752689
72,Effects of the Big Five and musical genre on music-induced movement,"Geoff Luck, Suvi Saarikallio, Birgitta Burger, Marc R Thompson, Petri Toiviainen",Journal of Research in Personality,Academic Press,2010,84,8.149920255183412,2010-12-01,85,8.246943115364168
73,Relationships between perceived emotions in music and music-induced movement,"Birgitta Burger, Suvi Saarikallio, Geoff Luck, Marc R Thompson, Petri Toiviainen",Music Perception: An Interdisciplinary Journal,University of California Press,2012,72,8.670405806664467,2012-12-01,73,8.790828109534807
74,Mocap toolbox manual,"Petri Toiviainen, Birgitta Burger",Online at: http://www. jyu. fi/music/coe/materials/mocaptoolbox/MCTmanual,couldnt find,2011,60,5.869740016081479,2011-01-01,61,5.967569016349504
75,"Head movements in Finnish Sign Language on the basis of Motion Capture data: A study of the form and function of nods, nodding, head thrusts, and head pulls","Anna Puupponen, Tuija Wainio, Birgitta Burger, Tommi Jantunen",Sign Language & Linguistics,John Benjamins,2015,46,7.39647577092511,2015-01-01,47,7.557268722466961
76,Synchronization to metrical levels in music depends on low-frequency spectral components and tempo,"Birgitta Burger, Justin London, Marc R Thompson, Petri Toiviainen",Psychological research,Springer Berlin Heidelberg,2018,33,13.844827586206895,2018-11-01,34,14.264367816091953
77,Music moves us: Beat-related musical features influence regularity of music-induced movement,"Birgitta Burger, Marc R Thompson, Geoff Luck, Suvi Saarikallio, Petri Toiviainen",Proceedings of the 12th International Conference in Music Perception and Cognition and the 8th Triennial Conference of the European Society for the Cognitive Sciences for Music,couldnt find,2012,30,3.4684827367754196,2012-07-28,31,3.584098828001267
78,Dance moves reflect current affective state illustrative of approach–avoidance motivation.,"Suvi Saarikallio, Geoff Luck, Birgitta Burger, Marc Thompson, Petri Toiviainen","Psychology of Aesthetics, Creativity, and the Arts",Educational Publishing Foundation,2013,25,3.272955523672884,2013-08-01,26,3.403873744619799
79,"Move the way you feel: Effects of musical features, perceived emotions, and personality on music-induced movement",Birgitta Burger,Jyväskylä studies in humanities,University of Jyväskylä,2013,25,3.0416666666666665,2013-01-01,26,3.163333333333333
81,Speed on the dance floor: Auditory and visual cues for musical tempo,"Justin London, Birgitta Burger, Marc Thompson, Petri Toiviainen",Acta psychologica,North-Holland,2016,22,4.28495197438634,2016-02-01,23,4.479722518676628
82,Influence of musical features on characteristics of music-induced movements,"Birgitta Burger, Marc R Thompson, Suvi Saarikallio, Geoff Luck, Petri Toiviainen",Proceedings of the 11th International Conference on Music Perception and Cognition (ICMPC),couldnt find,2010,20,1.8921721099015034,2010-08-27,21,1.9867807153965786
83,EDM and ecstasy: The lived experiences of electronic dance music festival attendees,"Noah Little, Birgitta Burger, Stephen M Croucher",Journal of New Music Research,Routledge,2018,15,4.663543441226576,2018-01-01,16,4.974446337308348
84,Emotions move us: Basic emotions in music influence people’s movement to music,"Birgitta Burger, Suvi Saarikallio, Geoff Luck, Marc R Thompson, Petri Toiviainen",Proceedings of the 12th international conference on music perception and cognition and 8th triennial conference of the european society for the cognitive sciences of music,Aristotle University of Thessaloniki,2012,15,1.7342413683877098,2012-07-28,16,1.8498574596135573
85,Conscientiousness and extraversion relate to responsiveness to tempo in dance,"Emily Carlson, Birgitta Burger, Justin London, Marc R Thompson, Petri Toiviainen",Human movement science,North-Holland,2016,14,3.133047210300429,2016-10-01,15,3.3568362967504597
86,Emotion-driven encoding of music preference and personality in dance,"Geoff Luck, Suvi Saarikallio, Birgitta Burger, Marc Thompson, Petri Toiviainen",Musicae Scientiae,SAGE Publications,2014,13,1.983695652173913,2014-09-01,14,2.1362876254180603
87,Communication of musical expression by means of mobile robot gestures,"Birgitta Burger, Roberto Bresin",Journal on Multimodal User Interfaces,Springer-Verlag,2010,13,1.175377755759227,2010-03-01,14,1.2657914292791677
88,"Relationships between spectral flux, perceived rhythmic strength, and the propensity to move","Birgitta Burger, Riikka Ahokas, Aaro Keipi, Petri Toiviainen","Proceedings of the Sound and Music Computing Conference 2013, SMC 2013, Stockholm, Sweden",Logos Verlag Berlin,2013,12,1.4599999999999997,2013-01-01,13,1.5816666666666666
89,Embodiment in electronic dance music: Effects of musical content and structure on body movement,"Birgitta Burger, Petri Toiviainen",Musicae Scientiae,SAGE Publications,2020,11,13.75,2020-06-01,12,15.0
90,Synchronizing eye tracking and optical motion capture: How to bring them together,"Birgitta Burger, Anna Puupponen, Tommi Jantunen",Journal of Eye Movement Research,European Group for Eye Movement Research,2018,11,3.419931856899489,2018-01-01,12,3.7308347529812607
93,Dance like someone is watching: A social relations model study of music-induced movement,"Emily Carlson, Birgitta Burger, Petri Toiviainen",Music & Science,SAGE Publications,2018,9,3.8242142025611177,2018-11-12,10,4.2491268917345755
94,Personality and musical preference using social-tagging in excerpt-selection.,"Emily Carlson, Pasi Saari, Birgitta Burger, Petri Toiviainen","Psychomusicology: Music, Mind, and Brain",Educational Publishing Foundation,2017,8,2.253086419753086,2017-09-01,9,2.5347222222222223
95,Tapping doesn’t help: Synchronized self-motion and judgments of musical tempo,"Justin London, Marc Thompson, Birgitta Burger, Molly Hildreth, Petri Toiviainen","Attention, Perception, & Psychophysics",Springer US,2019,7,4.766791044776119,2019-10-01,8,5.447761194029851
98,Kinematics of perceived dyadic coordination in dance,"Martin Hartmann, Anastasios Mavrolampados, Emma Allingham, Emily Carlson, Birgitta Burger, Petri Toiviainen",Scientific reports,Nature Publishing Group,2019,5,3.5996055226824457,2019-10-30,6,4.319526627218935
99,Anxiety reduction with music and tempo synchronization on magnetic resonance imaging patients.,"Zsuzsa Földes, Esa Ala-Ruona, Birgitta Burger, Gergely Orsi","Psychomusicology: Music, Mind, and Brain",Educational Publishing Foundation,2017,5,1.5145228215767634,2017-12-01,6,1.8174273858921162
100,Are we dancing to the same beat? Empathy and interpersonal synchronisation in the silent disco,"Joshua Bamford, Birgitta Burger, Petri Toiviainen","9th International Conference of Students of Systematic Musicology (SysMus 16), Jyväskylä, Finland",couldnt find,2016,5,0.958005249343832,2016-01-01,6,1.1496062992125984
103,Dance to your own drum: Identification of musical genre and individual dancer from motion capture using machine learning,"Emily Carlson, Pasi Saari, Birgitta Burger, Petri Toiviainen",Journal of New Music Research,Routledge,2020,4,3.9353099730458223,2020-03-14,5,4.919137466307278
104,"Empathy, entrainment, and perceived interaction in complex dyadic dance movement","Emily Carlson, Birgitta Burger, Petri Toiviainen",Music Perception: An Interdisciplinary Journal,University of California Press,2019,4,2.030598052851182,2019-04-01,5,2.5382475660639776
105,Oh happy dance: Emotion recognition in dance movement,"B Burger, MR Thompson, S Saarikallio, G Luck, P Toiviainen",Proceedings of the 3rd International Conference on Music and Emotion,couldnt find,2013,4,0.48666666666666664,2013-01-01,5,0.6083333333333333
106,Vibroacoustic treatment to improve functioning and ability to work: a multidisciplinary approach to chronic pain rehabilitation,"Elsa A Campbell, Jouko Hynynen, Birgitta Burger, Aki Vainionpää, Esa Ala-Ruona",Disability and rehabilitation,Taylor & Francis,2019,3,2.216599190283401,2019-11-12,4,2.9554655870445345
107,Motor performance in post-stroke recovery using active music therapy,"Päivi Järvinen-Lepistö, Birgitta Burger, Esa Ala-Ruona","Teaching, Learning and Sharing Music Therapy as a Tool for Change",couldnt find,2015,3,0.532069970845481,2015-08-01,4,0.7094266277939747
108,Hips don’t lie: multi-dimensional ratings of opposite-sex dancers’ perceived attractiveness,"Geoff Luck, Suvi Saarikallio, MR Thompson, Birgitta Burger, Petri Toiviainen",Proc. of the 12th International Conference on Music Perception and Cognition,University of Thessaloniki,2012,3,0.3253119429590018,2012-01-01,4,0.43374925727866903
109,"A single-case, mixed methods study exploring the role of music listening in vibroacoustic treatment","Elsa Campbell, Birgitta Burger, Esa Ala-Ruona",Voices: A World Forum for Music Therapy,couldnt find,2019,2,1.126543209876543,2019-06-11,3,1.6898148148148149
111,Employing motion capture in studying the effects of active music therapy for post-stroke recovery,"Birgitta Burger, Esa Ala-Ruona, Päivi Järvinen-Lepistö",7th Nordic Music Therapy Congress (NMTC),couldnt find,2012,2,0.21687462863933452,2012-01-01,3,0.3253119429590018
112,Do opposites attract? Personality and seduction on the dance floor,"Geoff Luck, Suvi Saarikallio, MR Thompson, Birgitta Burger, Petri Toiviainen",Proc. of the 12th International Conference on Music Perception and Cognition,University of Thessaloniki,2012,2,0.21687462863933452,2012-01-01,3,0.3253119429590018
114,"Motown, Disco, and Drumming: An Exploration of the Relationship Between Beat Salience, Melodic Structure, and Perceived Tempo","Justin London, Birgitta Burger, Marc Thompson, Molly Hildreth, Johanna Wilson, Nick Schally, Petri Toiviainen",Music Perception: An Interdisciplinary Journal,University of California Press,2019,1,0.6448763250883391,2019-09-01,2,1.2897526501766783
115,The kinematics of constructed action in sign language narration: A motion capture study,"Tommi Jantunen, Birgitta Burger, Anna Puupponen",BOOK OF ABSTRACTS,couldnt find,2018,1,0.31090289608177174,2018-01-01,2,0.6218057921635435
117,Messing with the head: on the form and function of head movements in Finnish Sign Language,"Anna Puupponen, Tommi Jantunen, Tuija Wainio, Birgitta Burger","Presentation at the 11th Theoretical Issues in Sign Language Research conference (TISLR 11), University College London",couldnt find,2013,1,0.1298932384341637,2013-07-10,2,0.2597864768683274
118,"The challenge of being slow: Effects of tempo, laterality, and experience on dance movement consistency","Birgitta Burger, Clemens Wöllner",Journal of Motor Behavior,Routledge,2021,0,0.0,2021-03-01,1,19.210526315789473
119,Disco Time: The Relationship Between Perceived Duration and Tempo in Music,"David Hammerschmidt, Clemens Wöllner, Justin London, Birgitta Burger",Music & Science,SAGE Publications,2021,0,0.0,2021-02-11,1,9.864864864864865
120,All Eyes on Me: Behaving as Soloist in Duo Performances Leads to Increased Body Movements and Attracts Observers’ Visual Attention,"Mats B Küssner, Edith Van Dyck, Birgitta Burger, Dirk Moelants, Pieter Vansteenkiste",Music Perception: An Interdisciplinary Journal,University of California Press,2020,0,0.0,2020-12-01,1,3.3486238532110093
121,SEE HOW IT FEELS TO MOVE: RELATIONSHIPS BETWEEN MOVEMENT CHARACTERISTICS AND PERCEPTION OF EMOTIONS IN DANCE.,"Birgitta Burger, Petri Toiviainen",Human Technology,couldnt find,2020,0,0.0,2020-11-01,1,2.6258992805755397
123,Exploring the use of Vibroacoustic treatment for managing chronic pain and comorbid mood disorders: A mixed methods study,"Elsa A Campbell, Jouko Hynynen, Birgitta Burger, Esa Ala-Ruona",Nordic Journal of Music Therapy,Routledge,2019,0,0.0,2019-08-08,1,0.6186440677966102
124,Introduction to the special issue on SysMus16.,"Birgitta Burger, Justin London, Petri Toiviainen","Psychomusicology: Music, Mind, and Brain",Educational Publishing Foundation,2017,0,0.0,2017-09-01,1,0.2816358024691358
125,The effects of relaxing music on patients undergoing magnetic resonance imaging,"Zsuzsa Földes, Esa Ala-Ruona, Birgitta Burger, Gergely Orsi",Nordic Journal of Music Therapy,Routledge,2016,0,0.0,2016-06-01,1,0.20821448944666288
130,Antidepressant-like effects of electroconvulsive seizures require adult neurogenesis in a neuroendocrine model of depression,"Robert J Schloesser, Sophie Orvoen, Dennisse V Jimenez, Nicholas F Hardy, Kristen R Maynard, Mahima Sukumar, Husseini K Manji, Alain M Gardier, Denis J David, Keri Martinowich",Brain stimulation,Elsevier,2015,54,9.723729649728664,2015-09-01,55,9.903798717316231
133,"Loss of promoter IV-driven BDNF expression impacts oscillatory activity during sleep, sensory information processing and fear regulation","JL Hill, NF Hardy, DV Jimenez, KR Maynard, AS Kardian, CJ Pollock, RJ Schloesser, Keri Martinowich",Translational psychiatry,Nature Publishing Group,2016,26,5.608747044917258,2016-08-01,27,5.824468085106383
134,Atrophy of pyramidal neurons and increased stress-induced glutamate levels in CA3 following chronic suppression of adult neurogenesis,"Robert J Schloesser, Dennisse V Jimenez, Nicholas F Hardy, Daniel Paredes, Briony J Catlow, Husseini K Manji, Ronald D McKay, Keri Martinowich",Brain Structure and Function,Springer Berlin Heidelberg,2014,25,3.628230616302187,2014-05-01,26,3.773359840954275
135,Encoding time in feedforward trajectories of a recurrent neural network model,"NICHOLAS F Hardy, Dean V Buonomano",Neural computation,MIT Press,2018,19,6.067366579177603,2018-02-01,20,6.3867016622922135
136,A model of temporal scaling correctly predicts that motor timing improves with speed,"Nicholas F Hardy, Vishwa Goudar, Juan L Romero-Sosa, Dean V Buonomano",Nature communications,Nature Publishing Group,2018,17,7.198375870069606,2018-11-09,18,7.621809744779583
137,Multifocal fluorescence microscope for fast optical recordings of neuronal action potentials,"Matthew Shtrahman, Daniel B Aharoni, Nicholas F Hardy, Dean V Buonomano, Katsushi Arisaka, Thomas S Otis",Biophysical journal,Cell Press,2015,7,1.1421546714349575,2015-02-03,8,1.3053196244970944
138,Cortistatin-expressing interneurons require TrkB signaling to suppress neural hyper-excitability,"Julia L Hill, Dennisse V Jimenez, Yishan Mai, Ming Ren, Henry L Hallock, Kristen R Maynard, Huei-Ying Chen, Nicholas F Hardy, Robert J Schloesser, Brady J Maher, Feng Yang, Keri Martinowich",Brain Structure and Function,Springer Berlin Heidelberg,2019,4,1.804697156983931,2019-01-01,5,2.2558714462299134
139,Electroconvulsive treatment requires adult neurogenesis to rescue behavior in a mouse model of stress-induced depression,"RJ Schloesser, DV Jimenez, S Orvoen, NF Hardy, KR Maynard, M Sukumar, AM Gardier, DJ David, K Martinowich","Brain Stimulation: Basic, Translational, and Clinical Research in Neuromodulation",Elsevier,2015,1,0.1650836725463591,2015-03-01,2,0.3301673450927182
140,Plug-and-play control of a brain–computer interface through neural map stabilization,"Daniel B Silversmith, Reza Abiri, Nicholas F Hardy, Nikhilesh Natraj, Adelyn Tu-Chan, Edward F Chang, Karunesh Ganguly",Nature Biotechnology,Nature Publishing Group,2020,0,0.0,2020-09-07,1,1.8814432989690721
149,Redox transformation of arsenic by Fe (II)-activated goethite (α-FeOOH),"Katja Amstaetter, Thomas Borch, Philip Larese-Casanova, Andreas Kappler",Environmental science & technology,American Chemical Society,2010,254,22.63427734375,2010-01-01,255,22.723388671875
150,Fe (II) sorption on hematite: New insights based on spectroscopic measurements,"Philip Larese-Casanova, Michelle M Scherer",Environmental science & technology,American Chemical Society,2007,187,13.181730397837002,2007-01-15,188,13.252220934723832
151,"Abiotic transformation of hexahydro-1, 3, 5-trinitro-1, 3, 5-triazine by FeII bound to magnetite","Kelvin B Gregory, Philip Larese-Casanova, Gene F Parkin, Michelle M Scherer",Environmental science & technology,American Chemical Society,2004,177,10.373314065510597,2004-03-01,178,10.431920359666025
152,"Biomineralization of lepidocrocite and goethite by nitrate-reducing Fe (II)-oxidizing bacteria: effect of pH, bicarbonate, phosphate, and humic acids","Philip Larese-Casanova, Stefan B Haderlein, Andreas Kappler",Geochimica et Cosmochimica Acta,Pergamon,2010,133,12.399744572158365,2010-07-01,134,12.492975734355044
153,Connecting Observations of Hematite (α-Fe2O3) Growth Catalyzed by Fe(II),"Kevin M Rosso, Svetlana V Yanina, Christopher A Gorski, Philip Larese-Casanova, Michelle M Scherer",Environmental science & technology,American Chemical Society,2010,118,10.51513671875,2010-01-01,119,10.604248046875
154,Sorption of carbamazepine by commercial graphene oxides: a comparative study with granular activated carbon and multiwalled carbon nanotubes,"Nan Cai, Philip Larese-Casanova",Journal of colloid and interface science,Academic Press,2014,92,13.762295081967213,2014-07-15,93,13.911885245901638
