,titleID,Authors,Journal,publisher,year,cited_num,cites_per_year,date,cited_num_mod,cites_per_year_mod
7681,Experimental design and regression analysis for performance of a chiller system,"Orhan Ekren, Banu Y Ekren",Journal of thermal science and technology,couldnt find,2011,4,0.39131600107209863,2011-01-01,5,0.4891450013401233
7682,Sizing of a solar-wind hybrid electric vehicle charging station by using HOMER software,"Orhan Ekren, Celal Hakan Canbaz, Çetin Berk Güvel",Journal of Cleaner Production,Elsevier,2021,3,15.869565217391305,2021-01-10,4,21.159420289855074
7683,Thermal and exergetic analysis of a rotary-type magnetic cooling system,"Serdar Celik, Orhan Ekren",International Journal of Exergy,Inderscience Publishers (IEL),2017,3,0.7115009746588694,2017-01-01,4,0.9486679662118259
7684,Performance analyses of environmentally friendly low-GWP refrigerants,"Ayşe Uğurcan Atmaca, Aytunç Erek, Orhan Ekren",THERMAM 2016,couldnt find,2016,3,0.6592414208308248,2016-09-01,4,0.8789885611077665
7685,"Sizing of autonomous wind/solar hybrid energy conversion systems for urla, turkey","B Ozerdem, O Ekren",International Journal of Power and Energy Systems,couldnt find,2009,3,0.25051475634866166,2009-04-01,4,0.33401967513154884
7686,Design of microcontroller-based decentralized controller board to drive chiller systems using PID and fuzzy logic algorithms,"Yalcin Isler, Savas Sahin, Orhan Ekren, Cuneyt Guzelis","Proceedings of the Institution of Mechanical Engineers, Part E: Journal of Process Mechanical Engineering",SAGE Publications,2020,2,1.7675544794188864,2020-02-01,3,2.6513317191283297
7687,Investigation of the Liquid–Vapor Separator Efficiency on the Performance of the Ejector Used as an Expansion Device in the Vapor-Compression Refrigeration Cycle,"Ayşe Uğurcan Atmaca, Aytunç Erek, Orhan Ekren",Journal of Energy Resources Technology,American Society of Mechanical Engineers Digital Collection,2020,2,1.644144144144144,2020-01-01,3,2.466216216216216
7688,"Thermodynamic performance of the transcritical refrigeration cycle with ejector expansion for R744, R170, and R41","Ayşe Uğurcan ATMACA, EREK Aytunç, Orhan Ekren, Mustafa Turhan Coban",Isı Bilimi ve Tekniği Dergisi,couldnt find,2018,2,0.6218057921635435,2018-01-01,3,0.9327086882453152
7689,Refrigeration System: Capacity Modulation Methods,Orhan Ekren,"We Are IntechOpen, the World’s Leading Publisher of Open Access Books Built by Scientists, for Scientists, IntechOpen, London, UK",couldnt find,2017,2,0.5624036979969184,2017-08-30,3,0.8436055469953776
7690,"Radiant Heating-cooling Performance Assessment in a Shopping Center in Sopron, Hungary","O Ekren, A Hepbasli, E Biyik",Energy Procedia,Elsevier,2017,2,0.4840848806366047,2017-02-01,3,0.7261273209549071
7691,Performance assessment of a near room temperature magnetic cooling system,"Orhan Ekren, AHMET Yilanci, Mehmet Akif Ezan, M Kara, E Biyik",Energy Procedia,Elsevier,2017,2,0.4840848806366047,2017-02-01,3,0.7261273209549071
7692,Design Aspects and Experimental Performance Test of a Wastewater Heat Pump for the Mediterranean Climate,"O Ekren, M Araz, A Hepbasli, E Biyik, H Gunerhan",Journal of Clean Energy Technologies,couldnt find,2016,2,0.43949428055388323,2016-09-01,3,0.6592414208308248
7695,One-dimensional analysis of the convergent-divergent motive nozzle for the two-phase ejector: Effect of the operating and design parameters,"Ayşe Uğurcan Atmaca, Aytunç Erek, Orhan Ekren",Applied Thermal Engineering,Pergamon,2020,1,3.173913043478261,2020-11-25,2,6.347826086956522
7696,Numerical Analysis of Magnetic Field and Heat Transfer of a Reciprocating Magnetocaloric Regenerator Using a Halbach Magnet Array,"Tunahan Akış, Abdullatif Hamad, Mehmet Akif Ezan, Erim Yanık, Ahmet Yılancı, Serdar Çelik, Orhan Ekren",Journal of Heat Transfer,American Society of Mechanical Engineers Digital Collection,2020,1,1.8250000000000002,2020-09-01,2,3.6500000000000004
7697,Improving the Energy Output of a Geothermal/Solar Hybride Energy System,"Gökhan Uçkan, Emre Çomak, Orhan Ekren, Ahmet Yılancı",The Journal of Macro Trends in Energy and Sustainability,couldnt find,2016,1,0.19160104986876642,2016-01-01,2,0.38320209973753283
7698,Development and evaluation of transfer functions for a variable speed compressor,"ORHAN Ekren, SEVNAZ Şahin, Y İşler","Proceedings of the Institution of Mechanical Engineers, Part E: Journal of Process Mechanical Engineering",SAGE Publications,2012,1,0.11576276562004441,2012-08-01,2,0.23152553124008882
7700,Investigation of performance improvement of a household freezer by using natural circulation loop,"Nur Çobanoğlu, Halil Doğacan Koca, Alper Mete Genç, Ziya Haktan Karadeniz, Orhan Ekren",Science and Technology for the Built Environment,Taylor & Francis,2020,0,0.0,2020-08-07,1,1.6222222222222222
7701,Analysis of a Direct Current Compressor for Solar Cooler,Orhan Ekren,Journal of Solar Energy Research Updates,couldnt find,2020,0,0.0,2020-01-01,1,0.822072072072072
7702,Solar Powered Mechanical Ventilation: A case study,"Aslı Birtürk, Orhan Ekren, Sinan Aktakka, Özdem Özel, Macit Toksoy",E3S Web of Conferences,EDP Sciences,2019,0,0.0,2019-01-01,1,0.45117428924598274
7703,A Novel Spherical Packed Bed Application on Decentralized Heat Recovery Ventilation Units,"Alper Mete Genc, Ziya Haktan Karadeniz, Orhan Ekren, Macit Toksoy",E3S Web of Conferences,EDP Sciences,2019,0,0.0,2019-01-01,1,0.45117428924598274
7704,Preliminary Design of the Two-Phase Ejector under Constant Area Mixing Assumption for 5 kW Experimental System,"Ayşe Uğurcan Atmaca, Aytunç Erek, Orhan Ekren",E3S Web of Conferences,EDP Sciences,2019,0,0.0,2019-01-01,1,0.45117428924598274
7707,EXPERIMENTAL ASSESMENT OF REFRIGERATION SYSTEM CHARACTERISTICS WITH SCROLL COMPRESSOR,"Orhan Ekren, Serhan KÜÇÜKA",ISI BILIMI VE TEKNIGI DERGISI-JOURNAL OF THERMAL SCIENCE AND TECHNOLOGY,TURKISH SOC THERMAL SCIENCES TECHNOLOGY,2013,0,0.0,2013-01-01,1,0.12166666666666666
7712,Cellular architecture and key technologies for 5G wireless communication networks,"Cheng-Xiang Wang, Fourat Haider, Xiqi Gao, Xiao-Hu You, Yang Yang, Dongfeng Yuan, Hadi M Aggoune, Harald Haas, Simon Fletcher, Erol Hepsaydir",IEEE communications magazine,IEEE,2014,2096,295.04049363671425,2014-02-12,2097,295.18125723100655
7714,Green radio: radio techniques to enable energy-efficient wireless networks,"Congzheng Han, Tim Harrold, Simon Armour, Ioannis Krikidis, Stefan Videv, Peter M Grant, Harald Haas, John S Thompson, Ivan Ku, Cheng-Xiang Wang, Tuan Anh Le, M Reza Nakhai, Jiayi Zhang, Lajos Hanzo",IEEE communications magazine,IEEE,2011,914,93.31748251748252,2011-06-06,915,93.41958041958041
7715,Wideband spectrum sensing for cognitive radio networks: a survey,"Hongjian Sun, Arumugam Nallanathan, Cheng-Xiang Wang, Yunfei Chen",IEEE Wireless Communications,IEEE,2013,611,77.27477477477477,2013-04-25,612,77.4012474012474
7717,Cooperative MIMO channel models: A survey,"Cheng-Xiang Wang, Xuemin Hong, Xiaohu Ge, Xiang Cheng, Gong Zhang, John Thompson",IEEE communications magazine,IEEE,2010,316,28.352999016715827,2010-01-29,317,28.442723697148473
7718,An adaptive geometry-based stochastic model for non-isotropic MIMO mobile-to-mobile channels,"Xiang Cheng, Cheng-Xiang Wang, David I Laurenson, Sana Salous, Athanasios V Vasilakos",IEEE transactions on wireless communications,IEEE,2009,310,27.095306513409962,2009-10-13,311,27.18271072796935
7719,Cognitive radio in 5G: a perspective on energy-spectral efficiency trade-off,"Xuemin Hong, Jing Wang, Cheng-Xiang Wang, Jianghong Shi",IEEE Communications Magazine,IEEE,2014,283,42.334016393442624,2014-07-15,284,42.48360655737705
7720,A survey of 5G channel measurements and models,"Cheng-Xiang Wang, Ji Bian, Jian Sun, Wensheng Zhang, Minggao Zhang",IEEE Communications Surveys & Tutorials,IEEE,2018,199,75.504158004158,2018-08-01,200,75.88357588357589
7721,Spatial spectrum and energy efficiency of random cellular networks,"Xiaohu Ge, Bin Yang, Junliang Ye, Guoqiang Mao, Cheng-Xiang Wang, Tao Han",IEEE Transactions on Communications,IEEE,2015,181,29.349178143047535,2015-01-20,182,29.511328298533986
7723,Envelope level crossing rate and average fade duration of nonisotropic vehicle-to-vehicle Ricean fading channels,"Xiang Cheng, Cheng-Xiang Wang, Bo Ai, Hadi Aggoune",IEEE Transactions on Intelligent Transportation Systems,IEEE,2013,174,22.944364161849713,2013-08-21,175,23.07622832369942
7724,Practical implementation of spatial modulation,"Nikola Serafimovski, Abdelhamid Younis, Raed Mesleh, Pat Chambers, Marco Di Renzo, Cheng-Xiang Wang, Peter M Grant, Mark A Beach, Harald Haas",IEEE Transactions on Vehicular Technology,IEEE,2013,172,22.074542897327706,2013-06-06,173,22.202883263009845
7725,Capacity analysis of a multi-cell multi-antenna cooperative cellular network with co-channel interference,"Xiaohu Ge, Kun Huang, Cheng-Xiang Wang, Xuemin Hong, Xi Yang",IEEE Transactions on Wireless Communications,IEEE,2011,168,17.903649635036498,2011-11-03,169,18.01021897810219
7726,A non-stationary 3-D wideband twin-cluster model for 5G massive MIMO channels,"Shangbin Wu, Cheng-Xiang Wang, Mohammed M Alwakeel, Yejun He",IEEE journal on selected areas in communications,IEEE,2014,166,24.401933145388643,2014-06-02,167,24.54893274265002
7727,On capacity of cognitive radio networks with average interference power constraints,"Cheng-Xiang Wang, Xuemin Hong, Hsiao-Hwa Chen, John Thompson",IEEE Transactions on Wireless Communications,IEEE,2009,163,13.708525345622121,2009-05-02,164,13.7926267281106
7729,A nonstationary wideband MIMO channel model for high-mobility intelligent transportation systems,"Ammar Ghazal, Cheng-Xiang Wang, Bo Ai, Dongfeng Yuan, Harald Haas",IEEE Transactions on Intelligent Transportation Systems,IEEE,2014,149,22.83165407220823,2014-09-11,150,22.984886649874056
7731,Energy efficiency evaluation of cellular networks based on spatial distributions of traffic load and power consumption,"Lin Xiang, Xiaohu Ge, Cheng-Xiang Wang, Frank Y Li, Frank Reichert",IEEE Transactions on Wireless Communications,IEEE,2013,139,17.030882846592817,2013-01-22,140,17.153407183618665
7732,A non-stationary wideband channel model for massive MIMO communication systems,"Shangbin Wu, Cheng-Xiang Wang, Harald Haas, Mohammed M Alwakeel, Bo Ai",IEEE transactions on wireless communications,IEEE,2014,137,21.442967409948544,2014-10-31,138,21.599485420240136
7733,Multi-frequency mmWave massive MIMO channel measurements and characterization for 5G wireless communication systems,"Jie Huang, Cheng-Xiang Wang, Rui Feng, Jian Sun, Wensheng Zhang, Yang Yang",IEEE Journal on Selected Areas in Communications,IEEE,2017,127,32.59845288326301,2017-04-28,128,32.855133614627285
7734,A study on the second order statistics of Nakagami-Hoyt mobile fading channels,"Neji Youssef, Cheng-Xiang Wang, Matthias Patzold",IEEE Transactions on Vehicular Technology,IEEE,2005,119,7.6161669296861305,2005-08-08,120,7.680168332456602
7735,A general 3-D non-stationary 5G wireless channel model,"Shangbin Wu, Cheng-Xiang Wang, Mohammed M Alwakeel, Xiaohu You",IEEE Transactions on Communications,IEEE,2017,118,35.83194675540766,2017-12-04,119,36.135607321131445
7736,Novel 3D geometry-based stochastic models for non-isotropic MIMO vehicle-to-vehicle channels,"Yi Yuan, Cheng-Xiang Wang, Xiang Cheng, Bo Ai, David I Laurenson",IEEE Transactions on Wireless Communications,IEEE,2013,113,15.55827989437948,2013-12-16,114,15.695963787250095
7738,Spatial-temporal correlation properties of the 3GPP spatial channel model and the kronecker MIMO channel model,"Cheng-Xiang Wang, Xuemin Hong, Hanguang Wu, Wen Xu",EURASIP Journal on Wireless Communications and Networking,Springer International Publishing,2007,108,8.114450391107452,2007-12-01,109,8.189584191025114
7739,60-GHz millimeter-wave channel measurements and modeling for indoor office environments,"Xianyue Wu, Cheng-Xiang Wang, Jian Sun, Jie Huang, Rui Feng, Yang Yang, Xiaohu Ge",IEEE Transactions on Antennas and Propagation,IEEE,2017,107,26.141231593038825,2017-02-15,108,26.3855421686747
7740,Aggregate interference modeling in cognitive radio networks with power and contention control,"Zengmao Chen, Cheng-Xiang Wang, Xuemin Hong, John S Thompson, Sergiy A Vorobyov, Xiaohu Ge, Hailin Xiao, Feng Zhao",IEEE Transactions on Communications,IEEE,2012,107,11.738803727081454,2012-02-09,108,11.848512173128944
7741,3D wideband non-stationary geometry-based stochastic models for non-isotropic MIMO vehicle-to-vehicle channels,"Yi Yuan, Cheng-Xiang Wang, Yejun He, Mohammed M Alwakeel",IEEE Transactions on Wireless Communications,IEEE,2015,105,18.58632395732299,2015-07-28,106,18.76333656644035
7742,Energy efficiency optimization of 5G radio frequency chain systems,"Ran Zi, Xiaohu Ge, John Thompson, Cheng-Xiang Wang, Haichao Wang, Tao Han",IEEE Journal on Selected Areas in Communications,IEEE,2016,104,20.83424807903403,2016-03-24,105,21.03457738748628
7743,Computationally tractable model of energy detection performance over slow fading channels,"Hongjian Sun, David I Laurenson, Cheng-Xiang Wang",IEEE Communications Letters,IEEE,2010,103,9.813364656747586,2010-09-23,104,9.908640041764553
7744,Interference graph-based resource-sharing schemes for vehicular networks,"Rongqing Zhang, Xiang Cheng, Qi Yao, Cheng-Xiang Wang, Yang Yang, Bingli Jiao",IEEE transactions on vehicular technology,IEEE,2013,100,12.310286677908937,2013-02-05,101,12.433389544688026
7745,Optical wireless communication channel measurements and models,"Ahmed Al-Kinani, Cheng-Xiang Wang, Li Zhou, Wensheng Zhang",IEEE Communications Surveys & Tutorials,IEEE,2018,93,32.73384763741562,2018-05-18,94,33.08582449373192
7746,Two new sum-of-sinusoids-based methods for the efficient generation of multiple uncorrelated Rayleigh fading waveforms,"Matthias Patzold, Cheng-Xiang Wang, Bjorn Olav Hogstad",IEEE Transactions on Wireless Communications,IEEE,2009,91,7.746035447761194,2009-06-23,92,7.831156716417911
7747,"Spectral, energy, and economic efficiency of 5G multicell massive MIMO systems with generalized spatial modulation","Piya Patcharamaneepakorn, Shangbin Wu, Cheng-Xiang Wang, Mohammed M Alwakeel, Xiaohu Ge, Marco Di Renzo",IEEE Transactions on Vehicular Technology,IEEE,2016,90,17.595072308516336,2016-02-08,91,17.790573111944298
7749,Secondary spectrum access networks,"Xuemin Hong, Cheng-xiang Wang, Hsiao-hwa Chen, Yan Zhang",IEEE vehicular technology magazine,IEEE,2009,89,7.526645041705282,2009-05-26,90,7.611214087117701
7750,Cognitive radio network management,"Cheng-Xiang Wang, Hsiao-Hwa Chen, Xuemin Hong, Mohsen Guizani",IEEE Vehicular Technology Magazine,IEEE,2008,86,6.721627408993576,2008-06-06,87,6.799785867237687
7751,An improved parameter computation method for a MIMO V2V Rayleigh fading channel simulator under non-isotropic scattering environments,"Xiang Cheng, Qi Yao, Cheng-Xiang Wang, Bo Ai, Gordon L Stuber, Dongfeng Yuan, Bing-Li Jiao",IEEE Communications Letters,IEEE,2013,84,10.26791694574682,2013-01-15,85,10.390154052243805
7752,Performance analysis of SNR-based incremental hybrid decode-amplify-forward cooperative relaying protocol,"Zhiquan Bai, Jianlan Jia, Cheng-Xiang Wang, Dongfeng Yuan",IEEE Transactions on Communications,IEEE,2015,82,13.901532745006968,2015-04-28,83,14.071063632141199
7754,A novel self-tuning feedback controller for active queue management supporting TCP flows,"Naixue Xiong, Athanasios V Vasilakos, Laurence T Yang, Cheng-Xiang Wang, Rajgopal Kannan, Chin-Chen Chang, Yi Pan",Information Sciences,Elsevier,2010,76,7.031685678073511,2010-06-01,77,7.1242078580481625
7756,A non-stationary IMT-advanced MIMO channel model for high-mobility wireless communication systems,"Ammar Ghazal, Yi Yuan, Cheng-Xiang Wang, Yan Zhang, Qi Yao, Hongrui Zhou, Weiming Duan",IEEE Transactions on Wireless Communications,IEEE,2016,73,16.800126103404793,2016-11-15,74,17.030264817150062
7757,Spectrum and energy efficiency evaluation of two-tier femtocell networks with partially open channels,"Xiaohu Ge, Tao Han, Yan Zhang, Guoqiang Mao, Cheng-Xiang Wang, Jing Zhang, Bin Yang, Sheng Pan",IEEE Transactions on Vehicular Technology,IEEE,2013,70,9.547832585949179,2013-11-21,71,9.68423019431988
7759,Cognitive radio networks,"Xuemin Hong, Zengmao Chen, Cheng-Xiang Wang, Sergiy A Vorobyov, John S Thompson",IEEE vehicular technology magazine,IEEE,2009,66,5.821652972450459,2009-11-20,67,5.909859835669405
7760,Energy-spectral efficiency trade-off in virtual MIMO cellular systems,"Xuemin Hong, Yu Jie, Cheng-Xiang Wang, Jianghong Shi, Xiaohu Ge",IEEE Journal on Selected Areas in Communications,IEEE,2013,64,8.522437066763954,2013-09-17,65,8.65560014593214
7761,New deterministic and stochastic simulation models for non‐isotropic scattering mobile‐to‐mobile Rayleigh fading channels,"Xiang Cheng, Cheng‐Xiang Wang, David I Laurenson, Sana Salous, Athanasios V Vasilakos",Wireless Communications and Mobile Computing,"John Wiley & Sons, Ltd.",2011,64,6.580281690140844,2011-07-01,65,6.683098591549295
7762,Accurate and efficient simulation of multiple uncorrelated Rayleigh fading waveforms,"Cheng-Xiang Wang, Matthias Patzold, Dongfeng Yuan",IEEE Transactions on Wireless Communications,IEEE,2007,64,4.566959921798632,2007-03-19,65,4.638318670576735
7763,Cooperative wideband spectrum sensing over fading channels,"Hongjian Sun, Arumugam Nallanathan, Shuguang Cui, Cheng-Xiang Wang",IEEE Transactions on Vehicular Technology,IEEE,2015,62,10.221318879855465,2015-02-26,63,10.386178861788618
7764,Spectral and energy efficiency analysis for cognitive radio networks,"Fourat Haider, Cheng-Xiang Wang, Harald Haas, Erol Hepsaydir, Xiaohu Ge, Dongfeng Yuan",IEEE Transactions on Wireless Communications,IEEE,2015,60,9.789897183728208,2015-02-03,61,9.953062136790344
7765,Spectral-energy efficiency tradeoff in relay-aided cellular networks,"Ivan Ku, Cheng-Xiang Wang, John Thompson",IEEE Transactions on Wireless Communications,IEEE,2013,60,8.019040644452582,2013-09-27,61,8.152691321860125
7766,Stochastic modeling and simulation of frequency-correlated wideband fading channels,"Cheng-Xiang Wang, Matthias Patzold, Qi Yao",IEEE Transactions on Vehicular Technology,IEEE,2007,60,4.329774614472123,2007-05-15,61,4.4019375247133254
7769,Capacity of hybrid cognitive radio networks with distributed VAAs,"Xuemin Hong, Cheng-Xiang Wang, Murat Uysal, Xiaohu Ge, Shan Ouyang",IEEE Transactions on Vehicular Technology,IEEE,2010,58,5.384028484231943,2010-06-14,59,5.476856561546287
7771,FEMOS: Fog-enabled multitier operations scheduling in dynamic wireless networks,"Shuang Zhao, Yang Yang, Ziyu Shao, Xiumei Yang, Hua Qian, Cheng-Xiang Wang",IEEE Internet of Things Journal,IEEE,2018,49,15.926090828138912,2018-02-21,50,16.251113089937665
7772,Capacity analysis of orbital angular momentum wireless channels,"Liang Wang, Xiaohu Ge, Ran Zi, Cheng-Xiang Wang",IEEE Access,IEEE,2017,48,14.016,2017-10-17,49,14.308
7773,Beamspace SU-MIMO for future millimeter wave wireless communications,"Qing Xue, Xuming Fang, Cheng-Xiang Wang",IEEE Journal on Selected Areas in Communications,IEEE,2017,48,12.32067510548523,2017-04-28,49,12.577355836849508
7774,Distributed subchannel allocation for interference mitigation in OFDMA femtocells: A utility-based learning approach,"Chao Xu, Min Sheng, Xijun Wang, Cheng-Xiang Wang, Jiandong Li",IEEE Transactions on Vehicular Technology,IEEE,2014,48,7.224742268041236,2014-07-30,49,7.375257731958762
7775,Spectral/energy efficiency tradeoff of cellular systems with mobile femtocell deployment,"Fourat Haider, Cheng-Xiang Wang, Bo Ai, Harald Haas, Erol Hepsaydir",IEEE Transactions on Vehicular Technology,IEEE,2015,45,7.7843601895734595,2015-06-10,46,7.957345971563981
7776,Artificial intelligence to manage network traffic of 5G wireless networks,"Yu Fu, Sen Wang, Cheng-Xiang Wang, Xuemin Hong, Stephen McLaughlin",IEEE Network,IEEE,2018,44,19.073634204275535,2018-11-29,45,19.50712589073634
7778,An improved deterministic SoS channel simulator for multiple uncorrelated Rayleigh fading channels,"Cheng-Xiang Wang, Dongfeng Yuan, Hsiao-Hwa Chen, Wen Xu",IEEE Transactions on wireless Communications,IEEE,2008,43,3.4381161007667034,2008-09-19,44,3.5180722891566267
7780,A WINNER+ based 3-D non-stationary wideband MIMO channel model,"Ji Bian, Jian Sun, Cheng-Xiang Wang, Rui Feng, Jie Huang, Yang Yang, Minggao Zhang",IEEE Transactions on Wireless Communications,IEEE,2017,41,12.639358108108109,2017-12-22,42,12.947635135135135
7782,Novel 3-D nonstationary mmWave massive MIMO channel models for 5G high-speed train wireless communications,"Yu Liu, Cheng-Xiang Wang, Jie Huang, Jian Sun, Wensheng Zhang",IEEE Transactions on Vehicular Technology,IEEE,2018,39,15.111464968152868,2018-08-21,40,15.498938428874736
7783,Outage performance of NOMA-based hybrid satellite-terrestrial relay networks,"Xiaojuan Yan, Hailin Xiao, Cheng-Xiang Wang, Kang An",IEEE Wireless Communications Letters,IEEE,2018,39,12.271551724137932,2018-01-15,40,12.586206896551724
7785,A novel 3D non-stationary wireless MIMO channel simulator and hardware emulator,"Qiuming Zhu, Hao Li, Yu Fu, Cheng-Xiang Wang, Yi Tan, Xiaomin Chen, Qihui Wu",IEEE Transactions on Communications,IEEE,2018,38,12.890334572490707,2018-04-09,39,13.229553903345725
7786,Network virtualization and resource description in software-defined wireless networks,"Qianru Zhou, Cheng-Xiang Wang, Stephen McLaughlin, Xiaotian Zhou",IEEE Communications Magazine,IEEE,2015,37,6.897344228804903,2015-11-09,38,7.083758937691522
7787,Enhanced 5G cognitive radio networks based on spectrum sharing and spectrum aggregation,"Wensheng Zhang, Cheng-Xiang Wang, Xiaohu Ge, Yunfei Chen",IEEE Transactions on Communications,IEEE,2018,36,13.730407523510971,2018-08-06,37,14.111807732497388
7791,Interference mitigation for cognitive radio MIMO systems based on practical precoding,"Zengmao Chen, Cheng-Xiang Wang, Xuemin Hong, John Thompson, Sergiy A Vorobyov, Feng Zhao, Xiaohu Ge",Physical communication,Elsevier,2013,35,4.791822955738934,2013-12-01,36,4.928732183045761
7792,Throughput–delay tradeoff in interference-free wireless networks with guaranteed energy efficiency,"Yuzhou Li, Min Sheng, Cheng-Xiang Wang, Xijun Wang, Yan Shi, Jiandong Li",IEEE Transactions on Wireless Communications,IEEE,2014,34,5.351444588184562,2014-11-13,35,5.508840017248814
7793,Energy-spectral efficiency trade-off in underlaying mobile D2D communications: An economic efficiency perspective,"Rui Zhang, Yongzhao Li, Cheng-Xiang Wang, Yuhan Ruan, Yu Fu, Hailin Zhang",IEEE Transactions on Wireless Communications,IEEE,2018,33,11.204651162790698,2018-04-10,34,11.544186046511628
7794,Energy efficient adaptive transmissions in integrated satellite-terrestrial networks with SER constraints,"Yuhan Ruan, Yongzhao Li, Cheng-Xiang Wang, Rui Zhang",IEEE Transactions on Wireless Communications,IEEE,2017,33,9.690265486725663,2017-10-24,34,9.98390989541432
7795,Energy–spectral efficiency tradeoff in cognitive radio networks,"Wensheng Zhang, Cheng-Xiang Wang, Di Chen, Hailiang Xiong",IEEE Transactions on Vehicular Technology,IEEE,2015,33,5.631136044880785,2015-05-12,34,5.801776531089294
7796,"Spectral, energy and economic efficiency of relay-aided cellular networks","Ivan Ku, Cheng-Xiang Wang, John Thompson",IET Communications,IET Digital Library,2013,33,4.4056327724945135,2013-09-24,34,4.539136795903438
7797,A new class of generative models for burst-error characterization in digital wireless channels,"Cheng-Xiang Wang, Wen Xu",IEEE Transactions on Communications,IEEE,2007,33,2.3548387096774195,2007-03-19,34,2.426197458455523
7801,Energy efficiency analysis of MISO-OFDM communication systems considering power and capacity constraints,"Xiaohu Ge, Jinzhong Hu, Cheng-Xiang Wang, Chan-Hyun Youn, Jing Zhang, Xi Yang",Mobile Networks and Applications,Springer US,2012,31,3.3928035982008997,2012-02-01,32,3.502248875562219
7802,A big data enabled channel model for 5G wireless communication systems,"Jie Huang, Cheng-Xiang Wang, Lu Bai, Jian Sun, Yang Yang, Jie Li, Olav Tirkkonen, Ming-Tuo Zhou",IEEE Transactions on Big Data,IEEE,2018,30,13.098086124401915,2018-12-05,31,13.534688995215312
7803,Performance analysis of NOMA-based land mobile satellite networks,"Xiaojuan Yan, Hailin Xiao, Cheng-Xiang Wang, Kang An, Anthony Theodore Chronopoulos, Gan Zheng",IEEE Access,IEEE,2018,30,10.766961651917404,2018-06-07,31,11.125860373647983
7804,A 3D non-stationary wideband GBSM for low-altitude UAV-to-ground V2V MIMO channels,"Hengtai Chang, Ji Bian, Cheng-Xiang Wang, Zhiquan Bai, Wenqi Zhou",IEEE Access,IEEE,2019,29,16.013615733736764,2019-05-29,30,16.565809379727686
7806,Correlation-based double-directional stochastic channel model for multiple-antenna ultra-wideband systems,"Xuemin Hong, C-X Wang, Ben Allen, Wasim Q Malik","IET microwaves, antennas & propagation",IET Digital Library,2007,29,2.178880197612186,2007-12-01,30,2.2540139975298477
7807,3D non-stationary wideband circular tunnel channel models for high-speed train wireless communication systems,"Yu Liu, Cheng-Xiang Wang, Carlos Lopez, Xiaohu Ge",Science China. Information sciences,Springer,2016,10,1.916010498687664,2016-01-01,11,2.1076115485564304
7808,Predicting wireless mmWave massive MIMO channel characteristics using machine learning algorithms,"Lu Bai, Cheng-Xiang Wang, Jie Huang, Qian Xu, Yuqian Yang, George Goussetis, Jian Sun, Wensheng Zhang",Wireless Communications and Mobile Computing,Hindawi,2018,27,10.48404255319149,2018-08-23,28,10.872340425531915
7810,BER performance of spatial modulation systems under 3-D V2V MIMO channel models,"Yu Fu, Cheng-Xiang Wang, Yi Yuan, Raed Mesleh, Mohammed M Alwakeel, Harald Haas",IEEE Transactions on Vehicular Technology,IEEE,2015,26,4.602327837051407,2015-07-28,27,4.779340446168768
7812,"Hybrid satellite-terrestrial communication networks for the maritime Internet of Things: key technologies, opportunities, and challenges","Te Wei, Wei Feng, Yunfei Chen, Cheng-Xiang Wang, Ning Ge, Jianhua Lu",IEEE Internet of Things Journal,IEEE,2021,25,198.36956521739128,2021-02-02,26,206.30434782608694
7814,Energy-efficient transmission in heterogeneous wireless networks: A delay-aware approach,"Yuzhou Li, Yan Shi, Min Sheng, Cheng-Xiang Wang, Jiandong Li, Xijun Wang, Yan Zhang",IEEE Transactions on Vehicular Technology,IEEE,2015,25,4.486234021632251,2015-08-25,26,4.665683382497542
7819,Characteristics analysis and modeling of frame traffic in 802.11 wireless networks,"Xiao‐hu Ge, Yang Yang, Cheng‐Xiang Wang, Ying‐Zhuang Liu, Chuang Liu, Lin Xiang",Wireless communications and mobile computing,"John Wiley & Sons, Ltd.",2010,23,2.0956065901148277,2010-04-01,24,2.1867199201198204
7820,A 2-D non-stationary GBSM for vehicular visible light communication channels,"Ahmed Al-Kinani, Jian Sun, Cheng-Xiang Wang, Wensheng Zhang, Xiaohu Ge, Harald Haas",IEEE Transactions on Wireless Communications,IEEE,2018,22,8.99216125419933,2018-10-09,23,9.400895856662935
7821,A general channel model for visible light communications in underground mines,"Jia Wang, Ahmed Al-Kinani, Wensheng Zhang, Cheng-Xiang Wang, Li Zhou",China Communications,IEEE,2018,22,8.67170626349892,2018-09-06,23,9.065874730021598
7823,On analytical derivations of the condition number distributions of dual non-central Wishart matrices,"Michail Matthaiou, David I Laurenson, Cheng-Xiang Wang",IEEE Transactions on Wireless Communications,IEEE,2009,22,1.8304080237064053,2009-03-16,23,1.9136083884203328
7825,Outage performance of integrated satellite-terrestrial networks with hybrid CCI,"Yuhan Ruan, Yongzhao Li, Cheng-Xiang Wang, Rui Zhang, Hailin Zhang",IEEE Communications Letters,IEEE,2017,21,5.330319888734353,2017-04-12,22,5.584144645340751
7826,Novel Partial Selection Schemes for AF Relaying in Nakagami- Fading Channels,"Yunfei Chen, Cheng-Xiang Wang, Hailin Xiao, Dongfeng Yuan",IEEE transactions on vehicular technology,IEEE,2011,21,2.150070126227209,2011-06-16,22,2.2524544179523143
